Unique_Questionnaire_Number,Person_Number,Survey_Date,Province,Metro_Code,Geo_Type_Code,Stratum,Gender,Age,Marital_Status,Education_Level,Population_Group,Field_of_Study,Attendance_Status,Employment_Status,Labour_Force_Status,Unemployment_Status,Reason_for_Inactivity,Industry_Code,Occupation_Code,Previous_Industry_Code,Previous_Occupation_Code,Sector_Code,Informal_Employment_Status,Long_Term_Unemployment_Status,Underemployment_Status,"'Not in Education, Employment, or Training' Status",Graduate Status,Education Status,Age Group,Hours Worked,Weight
467103340000003501,3,2026-04-02,4,7,1,40101,2,17,5,9,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,164.97828188
467103340000005701,1,2026-04-02,4,7,1,40101,2,27,5,12,1,inf,2,1.0,1.0,,,10.0,10.0,,,3.0,2.0,,2.0,2.0,2,5,6,24.0,410.55169014
467103340000005701,3,2026-04-02,4,7,1,40101,2,23,5,12,1,inf,2,4.0,5.0,3.0,1.0,,,,,,,,,1.0,2,5,5,,410.55169014
467103340000005701,5,2026-04-02,4,7,1,40101,2,23,5,8,1,inf,2,2.0,2.0,1.0,,,,6.0,5.0,,,1.0,,1.0,1,4,5,,410.55169014
467103340000007901,1,2026-04-02,4,7,1,40101,2,64,2,10,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,13,,172.99262529
467103340000007901,2,2026-04-02,4,7,1,40101,1,70,2,6,1,inf,2,4.0,6.0,4.0,4.0,,,7.0,8.0,,,,,1.0,1,2,15,,172.99262529
467103340000007901,3,2026-04-02,4,7,1,40101,2,18,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,172.99262529
467103340000010101,1,2026-04-02,4,7,1,40101,2,68,3,7,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,3,14,,795.24640063
467103340000010101,2,2026-04-02,4,7,1,40101,2,34,5,12,1,inf,2,1.0,1.0,,,6.0,8.0,,,1.0,1.0,,2.0,2.0,2,5,7,45.0,795.24640063
467103340000010101,5,2026-04-02,4,7,1,40101,2,29,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,6,,795.24640063
467103340000012301,1,2026-04-02,4,7,1,40101,2,72,3,3,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,2,15,,1113.7135765
467103340000012301,2,2026-04-02,4,7,1,40101,1,29,5,9,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,1,4,6,,1113.7135765
467103340000012301,3,2026-04-02,4,7,1,40101,1,32,5,8,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,4,7,,1113.7135765
467103340000014501,1,2026-04-02,4,7,1,40101,1,66,1,11,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,14,,816.61525136
467103340000014501,2,2026-04-02,4,7,1,40101,2,67,1,11,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,14,,816.61525136
467103780000005801,1,2026-06-02,4,7,1,40101,2,49,3,9,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,1,4,10,,381.56204868
467103780000005801,3,2026-06-02,4,7,1,40101,1,18,5,3,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,2,4,,381.56204868
467103780000012601,1,2026-06-02,4,7,1,40101,1,33,1,12,1,inf,2,1.0,1.0,,,9.0,3.0,,,1.0,2.0,,2.0,2.0,2,5,7,48.0,727.61834747
467103780000012601,2,2026-06-02,4,7,1,40101,2,31,1,27,1,4.0,1,2.0,2.0,1.0,,,,9.0,2.0,,,1.0,,2.0,4,6,7,,727.61834747
467103780000019401,1,2026-06-02,4,7,1,40101,1,73,3,8,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,15,,774.93120708
467103780000019401,2,2026-06-02,4,7,1,40101,1,26,5,13,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,6,,774.93120708
467103860000006301,1,2026-05-02,4,7,1,40103,2,38,3,23,4,9.0,2,1.0,1.0,,,9.0,4.0,,,1.0,1.0,,2.0,2.0,3,6,8,40.0,561.87361045
467103860000008701,1,2026-05-02,4,7,1,40103,2,72,3,24,1,9.0,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,3,6,15,,951.37699033
467103860000011101,1,2026-05-02,4,7,1,40103,2,41,4,26,1,7.0,2,1.0,1.0,,,6.0,9.0,,,2.0,1.0,,2.0,2.0,4,6,9,35.0,848.79325714
467103860000011101,2,2026-05-02,4,7,1,40103,2,24,5,13,1,inf,1,4.0,4.0,3.0,1.0,,,,,,,,,2.0,2,5,5,,848.79325714
467103860000013501,1,2026-05-02,4,7,1,40103,1,47,1,10,4,inf,2,1.0,1.0,,,6.0,3.0,,,1.0,1.0,,2.0,2.0,1,4,10,40.0,381.41908187
467103860000013501,2,2026-05-02,4,7,1,40103,2,42,1,10,4,inf,2,1.0,1.0,,,3.0,4.0,,,1.0,1.0,,2.0,2.0,1,4,9,40.0,381.41908187
467103860000013501,4,2026-05-02,4,7,1,40103,2,16,5,8,4,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,381.41908187
467103860000015901,1,2026-05-02,4,7,1,40103,2,34,5,15,1,8.0,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,4,7,,971.69035006
467104480000000501,1,2026-05-02,4,7,1,40103,1,48,1,12,4,inf,2,1.0,1.0,,,5.0,1.0,,,1.0,2.0,,2.0,2.0,2,5,10,40.0,1930.9624989
467104480000000501,2,2026-05-02,4,7,1,40103,2,32,1,12,4,inf,2,1.0,1.0,,,5.0,4.0,,,1.0,2.0,,2.0,2.0,2,5,7,40.0,1930.9624989
467104480000000501,3,2026-05-02,4,7,1,40103,1,21,5,9,4,inf,2,1.0,1.0,,,5.0,7.0,,,1.0,2.0,,2.0,2.0,1,4,5,40.0,1930.9624989
467104480000002501,1,2026-05-02,4,7,1,40103,1,42,1,23,1,7.0,2,1.0,1.0,,,9.0,1.0,,,2.0,1.0,,2.0,2.0,3,6,9,52.0,1301.4114806
467104480000002502,1,2026-05-02,4,7,1,40103,1,38,1,12,1,inf,2,1.0,1.0,,,8.0,7.0,,,1.0,1.0,,2.0,2.0,2,5,8,40.0,1268.861745
467104480000002502,2,2026-05-02,4,7,1,40103,2,34,1,12,1,inf,2,1.0,1.0,,,8.0,4.0,,,1.0,1.0,,2.0,2.0,2,5,7,40.0,1268.861745
467104480000004501,1,2026-05-02,4,7,1,40103,1,49,1,11,4,inf,2,1.0,1.0,,,8.0,7.0,,,1.0,1.0,,2.0,2.0,1,4,10,40.0,1986.1892367
467104480000004501,2,2026-05-02,4,7,1,40103,2,48,1,23,4,9.0,2,1.0,1.0,,,9.0,3.0,,,1.0,1.0,,2.0,2.0,3,6,10,40.0,1986.1892367
467104480000004501,3,2026-05-02,4,7,1,40103,2,70,3,10,4,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,4,15,,1986.1892367
467104480000004501,4,2026-05-02,4,7,1,40103,1,24,5,10,4,inf,2,1.0,1.0,,,7.0,9.0,,,1.0,2.0,,2.0,2.0,1,4,5,40.0,1986.1892367
467104480000004501,5,2026-05-02,4,7,1,40103,1,25,5,10,4,inf,2,1.0,1.0,,,10.0,5.0,,,3.0,2.0,,2.0,2.0,1,4,6,40.0,1986.1892367
467104480000004501,6,2026-05-02,4,7,1,40103,2,21,5,30,4,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,5,7,5,,1986.1892367
467104480000008501,1,2026-05-02,4,7,1,40103,2,77,2,23,4,7.0,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,3,6,16,,826.68139781
467104480000008501,2,2026-05-02,4,7,1,40103,1,78,2,22,4,8.0,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,3,6,16,,826.68139781
467104480000012501,1,2026-05-02,4,7,1,40103,1,63,1,12,4,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,2,5,13,,905.38199713
467104480000012501,2,2026-05-02,4,7,1,40103,2,67,1,12,4,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,2,5,14,,905.38199713
467104480000016501,1,2026-05-02,4,7,1,40103,1,45,1,12,4,inf,2,1.0,1.0,,,6.0,1.0,,,1.0,1.0,,2.0,2.0,2,5,10,45.0,696.9886833
467104480000016501,2,2026-05-02,4,7,1,40103,2,48,1,26,4,7.0,2,1.0,1.0,,,9.0,2.0,,,1.0,1.0,,2.0,2.0,4,6,10,35.0,696.9886833
467104480000016501,3,2026-05-02,4,7,1,40103,1,19,5,13,4,inf,2,1.0,1.0,,,9.0,5.0,,,1.0,2.0,,2.0,2.0,2,5,4,35.0,696.9886833
467104800000008701,1,2026-06-02,4,7,1,40401,1,49,5,10,1,inf,2,1.0,1.0,,,2.0,7.0,,,1.0,1.0,,2.0,2.0,1,4,10,40.0,1004.7541965
467104800000008701,2,2026-06-02,4,7,1,40401,1,27,5,13,1,inf,2,2.0,2.0,1.0,,,,8.0,9.0,,,2.0,,1.0,2,5,6,,1004.7541965
467104800000017501,1,2026-06-02,4,7,1,40401,2,50,5,10,1,inf,2,1.0,1.0,,,2.0,9.0,,,1.0,1.0,,2.0,2.0,1,4,11,40.0,462.23060372
467104800000026301,1,2026-06-02,4,7,1,40401,2,39,5,9,1,inf,2,1.0,1.0,,,8.0,9.0,,,1.0,2.0,,2.0,2.0,1,4,8,45.0,568.92764544
467104800000026301,2,2026-06-02,4,7,1,40401,2,18,5,9,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,568.92764544
467104800000035101,1,2026-06-02,4,7,1,40401,2,56,1,2,1,inf,2,4.0,6.0,5.0,3.0,,,,,,,,,1.0,1,2,12,,481.00460622
467104800000035101,2,2026-06-02,4,7,1,40401,2,33,5,8,1,inf,2,2.0,2.0,1.0,,,,10.0,10.0,,,1.0,,1.0,1,4,7,,481.00460622
467104800000035101,3,2026-06-02,4,7,1,40401,2,28,5,8,1,inf,2,2.0,2.0,1.0,,,,9.0,5.0,,,1.0,,1.0,1,4,6,,481.00460622
467104800000043901,1,2026-06-02,4,7,1,40401,1,41,1,12,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,9,50.0,408.74982328
467104800000043901,2,2026-06-02,4,7,1,40401,2,42,1,12,1,inf,2,1.0,1.0,,,2.0,7.0,,,1.0,1.0,,2.0,2.0,2,5,9,40.0,408.74982328
467104800000052701,1,2026-06-02,4,7,1,40401,1,43,5,11,1,inf,2,1.0,1.0,,,7.0,8.0,,,2.0,2.0,,2.0,2.0,1,4,9,60.0,760.68840112
467104800000061501,1,2026-06-02,4,7,1,40401,1,38,5,9,1,inf,2,2.0,2.0,1.0,,,,5.0,7.0,,,2.0,,1.0,1,4,8,,729.81684573
467104800000070301,1,2026-06-02,4,7,1,40401,1,42,1,7,1,inf,2,1.0,1.0,,,2.0,8.0,,,1.0,1.0,,2.0,2.0,1,3,9,40.0,760.68840112
467104820000002501,1,2026-04-02,4,7,1,40401,1,49,1,11,1,inf,2,1.0,1.0,,,2.0,7.0,,,1.0,1.0,,2.0,2.0,1,4,10,45.0,796.97181352
467104820000009001,1,2026-04-02,4,7,1,40401,2,38,5,22,1,9.0,2,1.0,1.0,,,9.0,3.0,,,1.0,1.0,,2.0,2.0,3,6,8,84.0,605.43598724
467104820000009001,2,2026-04-02,4,7,1,40401,2,23,5,23,1,7.0,2,2.0,2.0,3.0,,,,,,,,2.0,,1.0,3,6,5,,605.43598724
467104820000015501,1,2026-04-02,4,7,1,40401,1,26,1,23,1,4.0,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,3,6,6,,702.78238295
467104820000022001,1,2026-04-02,4,7,1,40401,2,45,5,11,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,4,10,,719.93297557
467104820000035001,1,2026-04-02,4,7,1,40401,1,30,5,11,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,1.0,,2.0,2.0,1,4,7,60.0,733.84582874
467104820000035002,1,2026-04-02,4,7,1,40401,1,23,5,11,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,1.0,,2.0,2.0,1,4,5,60.0,484.52772438
467104820000041501,1,2026-04-02,4,7,1,40401,1,28,5,11,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,4,6,,702.78238295
467104820000048001,1,2026-04-02,4,7,1,40401,1,62,1,6,1,inf,2,1.0,1.0,,,2.0,8.0,,,1.0,1.0,,2.0,2.0,1,2,13,45.0,512.86246343
467104820000061001,2,2026-04-02,4,7,1,40401,2,51,1,23,1,7.0,2,1.0,1.0,,,9.0,3.0,,,1.0,1.0,,2.0,2.0,3,6,11,40.0,652.67305694
467104830000003301,1,2026-05-02,4,7,1,40107,1,40,1,4,1,inf,2,1.0,1.0,,,2.0,8.0,,,1.0,1.0,,2.0,2.0,1,2,9,40.0,775.18847016
467104830000003301,2,2026-05-02,4,7,1,40107,1,19,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,4,,775.18847016
467104830000015701,1,2026-05-02,4,7,1,40107,1,32,2,11,1,inf,2,1.0,1.0,,,2.0,8.0,,,1.0,1.0,,2.0,2.0,1,4,7,40.0,1122.7110348
467104830000015701,2,2026-05-02,4,7,1,40107,2,28,2,15,1,4.0,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,6,,1122.7110348
467104830000021901,1,2026-05-02,4,7,1,40107,1,39,5,9,1,inf,2,1.0,1.0,,,8.0,7.0,,,1.0,1.0,,2.0,2.0,1,4,8,40.0,1248.5506639
467104830000021901,2,2026-05-02,4,7,1,40107,1,30,5,11,1,inf,2,1.0,1.0,,,8.0,9.0,,,1.0,1.0,,2.0,2.0,1,4,7,40.0,1248.5506639
467104830000028101,1,2026-05-02,4,7,1,40107,2,39,5,11,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,1.0,,2.0,2.0,1,4,8,71.0,651.73701636
467104830000028101,2,2026-05-02,4,7,1,40107,2,22,5,12,1,inf,2,2.0,2.0,1.0,,,,3.0,7.0,,,2.0,,1.0,2,5,5,,651.73701636
467104830000028101,3,2026-05-02,4,7,1,40107,2,18,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,651.73701636
467104830000028101,4,2026-05-02,4,7,1,40107,2,15,5,8,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,651.73701636
467104830000040501,1,2026-05-02,4,7,1,40107,2,56,3,10,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,1,4,12,,1042.477198
467104830000040501,2,2026-05-02,4,7,1,40107,1,37,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,8,,1042.477198
467104830000040501,3,2026-05-02,4,7,1,40107,1,26,5,11,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,1,4,6,,1042.477198
467104830000040501,4,2026-05-02,4,7,1,40107,2,24,5,13,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,1042.477198
467104830000040501,7,2026-05-02,4,7,1,40107,2,28,5,11,1,inf,2,4.0,6.0,3.0,1.0,,,,,,,,,1.0,1,4,6,,1042.477198
467104830000046701,1,2026-05-02,4,7,1,40107,1,38,1,10,1,inf,2,1.0,1.0,,,5.0,7.0,,,1.0,1.0,,2.0,2.0,1,4,8,40.0,1117.5179066
467104830000046701,2,2026-05-02,4,7,1,40107,2,28,1,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,6,,1117.5179066
467104830000059101,1,2026-05-02,4,7,1,40107,1,33,1,10,1,inf,2,1.0,1.0,,,2.0,8.0,,,1.0,1.0,,2.0,2.0,1,4,7,40.0,1122.7110348
467104830000059101,2,2026-05-02,4,7,1,40107,2,27,1,12,1,inf,2,2.0,2.0,1.0,,,,6.0,9.0,,,1.0,,1.0,2,5,6,,1122.7110348
467104830000065301,1,2026-05-02,4,7,1,40107,1,28,5,9,1,inf,2,1.0,1.0,,,8.0,9.0,,,1.0,1.0,,2.0,2.0,1,4,6,40.0,905.84620834
467104910000001301,1,2026-06-02,4,7,1,40101,2,72,3,6,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,15,,1040.9136943
467104910000001301,2,2026-06-02,4,7,1,40101,1,42,5,98,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,1,9,,1040.9136943
467104910000001301,3,2026-06-02,4,7,1,40101,2,33,5,98,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,1,7,,1040.9136943
467104910000001301,4,2026-06-02,4,7,1,40101,1,21,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,5,,1040.9136943
467104910000005901,1,2026-06-02,4,7,1,40101,1,43,1,25,1,8.0,2,1.0,1.0,,,8.0,1.0,,,1.0,1.0,,2.0,2.0,4,6,9,48.0,891.79570612
467104910000005901,2,2026-06-02,4,7,1,40101,2,43,1,12,1,inf,2,4.0,6.0,5.0,2.0,,,,,,,,,1.0,2,5,9,,891.79570612
467104910000008201,1,2026-06-02,4,7,1,40101,2,38,5,12,1,inf,2,1.0,1.0,,,6.0,9.0,,,2.0,1.0,,2.0,2.0,2,5,8,56.0,1043.9565439
467104910000008201,2,2026-06-02,4,7,1,40101,1,28,5,12,1,inf,2,1.0,1.0,,,6.0,7.0,,,1.0,1.0,,2.0,2.0,2,5,6,56.0,1043.9565439
467104910000010501,1,2026-06-02,4,7,1,40101,2,48,2,11,1,inf,2,1.0,1.0,,,8.0,9.0,,,1.0,1.0,,2.0,2.0,1,4,10,48.0,813.57063486
467104910000010501,2,2026-06-02,4,7,1,40101,1,16,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,813.57063486
467104910000010501,3,2026-06-02,4,7,1,40101,1,69,2,8,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,14,,813.57063486
467104910000012801,1,2026-06-02,4,7,1,40101,1,22,5,12,1,inf,2,1.0,1.0,,,5.0,7.0,,,1.0,1.0,,2.0,2.0,2,5,5,56.0,546.46240577
467104910000015101,1,2026-06-02,4,7,1,40101,1,51,1,12,1,inf,2,1.0,1.0,,,8.0,9.0,,,1.0,1.0,,2.0,2.0,2,5,11,40.0,618.61741011
467104910000015101,2,2026-06-02,4,7,1,40101,2,51,1,10,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,11,,618.61741011
467104910000015101,3,2026-06-02,4,7,1,40101,2,29,5,10,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,1,4,6,,618.61741011
467104910000015101,4,2026-06-02,4,7,1,40101,1,18,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,618.61741011
467104910000017401,1,2026-06-02,4,7,1,40101,1,71,4,5,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,15,,637.45547407
467104910000019701,1,2026-06-02,4,7,1,40101,1,50,4,12,1,inf,2,1.0,1.0,,,7.0,8.0,,,1.0,2.0,,2.0,2.0,2,5,11,70.0,894.43089385
467105070000001901,1,2026-04-02,4,7,1,40107,2,49,5,8,1,inf,2,1.0,1.0,,,8.0,9.0,,,1.0,1.0,,2.0,2.0,1,4,10,40.0,824.84652369
467105070000004801,1,2026-04-02,4,7,1,40107,2,55,5,10,1,inf,2,3.0,3.0,4.0,5.0,,,10.0,10.0,,,,,1.0,1,4,12,,808.6636828
467105070000004801,2,2026-04-02,4,7,1,40107,1,35,5,8,1,inf,2,2.0,2.0,1.0,,,,10.0,10.0,,,2.0,,1.0,1,4,8,,808.6636828
467105070000004801,3,2026-04-02,4,7,1,40107,2,26,5,12,1,inf,2,3.0,3.0,4.0,5.0,,,6.0,5.0,,,,,1.0,2,5,6,,808.6636828
467105070000007701,1,2026-04-02,4,7,1,40107,1,48,1,11,1,inf,2,2.0,2.0,1.0,,,,2.0,2.0,,,2.0,,1.0,1,4,10,,983.18322683
467105070000007701,2,2026-04-02,4,7,1,40107,2,42,1,10,1,inf,2,1.0,1.0,,,10.0,10.0,,,3.0,2.0,,1.0,2.0,1,4,9,27.0,983.18322683
467105070000007701,3,2026-04-02,4,7,1,40107,2,16,5,8,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,983.18322683
467105070000010601,1,2026-04-02,4,7,1,40107,1,23,5,13,1,inf,2,1.0,1.0,,,6.0,7.0,,,2.0,2.0,,2.0,2.0,2,5,5,40.0,555.13641221
467105070000013501,1,2026-04-02,4,7,1,40107,2,50,5,11,1,inf,2,2.0,2.0,1.0,,,,5.0,7.0,,,2.0,,1.0,1,4,11,,747.78503055
467105070000013502,1,2026-04-02,4,7,1,40107,1,57,5,7,1,inf,2,1.0,1.0,,,10.0,9.0,,,3.0,2.0,,1.0,2.0,1,3,12,7.0,732.69734196
467105070000016401,1,2026-04-02,4,7,1,40107,2,41,2,11,1,inf,2,2.0,2.0,1.0,,,,1.0,9.0,,,1.0,,1.0,1,4,9,,901.5236313
467105070000016401,2,2026-04-02,4,7,1,40107,1,42,2,11,1,inf,2,1.0,1.0,,,7.0,8.0,,,2.0,2.0,,2.0,2.0,1,4,9,60.0,901.5236313
467105070000022201,1,2026-04-02,4,7,1,40107,1,51,1,11,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,1.0,,2.0,2.0,1,4,11,48.0,749.33055028
467105070000022201,2,2026-04-02,4,7,1,40107,2,47,1,12,1,inf,2,4.0,6.0,4.0,2.0,,,8.0,9.0,,,,,1.0,2,5,10,,749.33055028
467105070000028001,1,2026-04-02,4,7,1,40107,1,54,1,8,1,inf,2,1.0,1.0,,,3.0,9.0,,,1.0,2.0,,2.0,2.0,1,4,11,40.0,856.29958424
467105070000028001,2,2026-04-02,4,7,1,40107,2,46,1,11,1,inf,2,1.0,1.0,,,1.0,9.0,,,1.0,2.0,,1.0,2.0,1,4,10,16.0,856.29958424
467105070000028001,3,2026-04-02,4,7,1,40107,2,21,5,18,1,4.0,1,4.0,4.0,3.0,1.0,,,,,,,,,2.0,3,6,5,,856.29958424
467105070000028001,4,2026-04-02,4,7,1,40107,1,18,5,9,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,856.29958424
467105070000030901,1,2026-04-02,4,7,1,40107,1,36,2,12,1,inf,2,2.0,2.0,1.0,,,,5.0,7.0,,,2.0,,1.0,2,5,8,,592.41602792
467105070000030901,2,2026-04-02,4,7,1,40107,2,34,2,12,1,inf,2,1.0,1.0,,,6.0,5.0,,,1.0,2.0,,2.0,2.0,2,5,7,36.0,592.41602792
467106520000001601,1,2026-06-02,4,7,1,40101,1,52,3,5,1,inf,2,1.0,1.0,,,9.0,3.0,,,2.0,1.0,,2.0,2.0,1,2,11,20.0,795.04968342
467106520000004101,1,2026-06-02,4,7,1,40101,1,40,2,12,1,inf,2,1.0,1.0,,,9.0,3.0,,,1.0,2.0,,2.0,2.0,2,5,9,45.0,992.55476757
467106520000004101,2,2026-06-02,4,7,1,40101,2,35,2,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,8,,992.55476757
467106520000006601,1,2026-06-02,4,7,1,40101,1,60,3,10,1,inf,2,1.0,1.0,,,9.0,4.0,,,1.0,1.0,,2.0,2.0,1,4,13,40.0,514.15024751
467106520000011601,1,2026-06-02,4,7,1,40101,1,83,3,8,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,16,,537.37784218
467106520000014101,1,2026-06-02,4,7,1,40101,2,41,5,12,1,inf,2,1.0,1.0,,,6.0,9.0,,,2.0,1.0,,2.0,2.0,2,5,9,25.0,384.06112259
467106520000014101,2,2026-06-02,4,7,1,40101,1,28,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,6,,384.06112259
467106520000014101,3,2026-06-02,4,7,1,40101,1,16,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,384.06112259
467106520000016601,1,2026-06-02,4,7,1,40101,1,45,1,12,1,inf,2,2.0,2.0,1.0,,,,3.0,8.0,,,2.0,,1.0,2,5,10,,281.96825516
467106520000016601,2,2026-06-02,4,7,1,40101,2,50,1,12,1,inf,2,4.0,6.0,3.0,2.0,,,,,,,,,1.0,2,5,11,,281.96825516
467106520000016601,3,2026-06-02,4,7,1,40101,1,24,5,17,1,8.0,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,3,6,5,,281.96825516
467106520000016601,4,2026-06-02,4,7,1,40101,2,16,5,8,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,281.96825516
467106520000016601,6,2026-06-02,4,7,1,40101,2,18,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,281.96825516
467106520000021601,1,2026-06-02,4,7,1,40101,2,67,3,10,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,4,14,,310.6796307
467106520000021601,2,2026-06-02,4,7,1,40101,2,56,4,12,1,inf,2,4.0,6.0,5.0,3.0,,,,,,,,,1.0,2,5,12,,310.6796307
467107320000001101,1,2026-04-02,4,7,1,40107,2,56,5,12,1,inf,2,1.0,1.0,,,10.0,10.0,,,3.0,2.0,,2.0,2.0,2,5,12,24.0,609.43531765
467107320000004601,1,2026-04-02,4,7,1,40107,2,35,5,10,1,inf,2,1.0,1.0,,,9.0,1.0,,,2.0,1.0,,2.0,2.0,1,4,8,45.0,694.13620429
467107320000004601,2,2026-04-02,4,7,1,40107,2,57,5,8,1,inf,2,4.0,6.0,5.0,3.0,,,,,,,,,1.0,1,4,12,,694.13620429
467107320000004601,3,2026-04-02,4,7,1,40107,2,18,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,694.13620429
467107320000008101,1,2026-04-02,4,7,1,40107,1,40,5,12,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,2,5,9,,871.54110809
467107320000011601,1,2026-04-02,4,7,1,40107,1,51,1,7,1,inf,2,4.0,6.0,5.0,3.0,,,,,,,,,1.0,1,3,11,,1089.2784608
467107320000011601,2,2026-04-02,4,7,1,40107,2,52,1,8,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,4,11,,1089.2784608
467107320000015101,1,2026-04-02,4,7,1,40107,2,43,5,10,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,4,9,,601.54486475
467107320000018601,1,2026-04-02,4,7,1,40107,1,50,3,4,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,2,11,,908.62820962
467107320000022101,1,2026-04-02,4,7,1,40107,2,39,5,12,1,inf,2,1.0,1.0,,,9.0,3.0,,,2.0,1.0,,2.0,2.0,2,5,8,10.0,434.49514558
467107320000022101,3,2026-04-02,4,7,1,40107,2,18,5,9,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,434.49514558
467107320000025601,1,2026-04-02,4,7,1,40107,2,63,2,7,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,3,13,,671.65417853
467107320000025601,2,2026-04-02,4,7,1,40107,1,59,2,7,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,3,12,,671.65417853
467107320000029101,1,2026-04-02,4,7,1,40107,1,31,5,12,1,inf,2,2.0,2.0,1.0,,,,8.0,5.0,,,1.0,,1.0,2,5,7,,840.7868528
